ID,assessment-result,reflection-length,item-1,item-2,item-3,item-4,item-5,item-6,item-7,item-8,item-9,item-10,item-11,item-12,item-13
869,1,27,1,1,1,1,1,1,2,1,1,1,1,1,1
870,2,60,2,2,2,2,2,1,1,1,1,1,1,1,1
871,2,71,1,1,2,2,1,2,1,0,0,1,1,0,1
872,3,80,2,1,2,2,2,1,1,1,1,2,2,1,1
873,2,65,1,1,1,1,1,1,1,1,1,0,2,1,0
874,2,96,0,1,0,2,1,2,2,2,2,2,2,1,1
875,3,142,1,1,1,1,1,2,1,2,2,2,1,2,1
876,3,124,2,2,1,2,0,2,2,1,1,1,0,1,0
877,4,92,2,2,2,2,2,2,2,2,2,2,2,2,2
878,3,0,1,1,1,1,2,2,1,2,1,1,1,2,2
879,3,95,2,2,1,1,1,1,2,1,1,1,0,0,0
880,3,77,1,2,1,2,2,2,2,2,2,2,2,1,2
881,3,64,2,2,1,2,2,1,2,1,2,2,1,2,2
882,2,168,1,1,1,1,2,1,1,1,1,1,1,0,1
883,3,95,1,2,1,2,2,1,1,1,1,1,1,1,1
884,3,8,2,2,2,2,1,2,2,1,2,2,2,2,2
885,3,94,2,2,2,2,2,2,2,2,2,1,2,2,1
886,3,73,1,1,1,2,2,2,2,2,2,1,2,2,2
887,1,37,1,1,1,2,2,1,2,1,1,1,2,2,1
888,3,0,1,2,1,2,2,2,2,2,2,1,1,2,1
889,4,94,1,1,2,2,1,1,2,1,2,1,1,1,1
890,2,33,1,2,2,2,2,2,2,1,2,2,1,1,2
891,3,20,1,2,2,2,1,1,1,1,1,2,1,2,0
892,4,0,1,2,1,2,2,2,2,2,2,2,2,2,1
893,1,44,1,2,1,2,1,2,2,2,2,2,1,1,1
894,2,51,1,1,1,2,1,1,2,1,1,1,2,1,1
895,2,137,2,2,2,2,2,2,2,2,2,1,1,2,2
896,3,27,1,1,2,1,1,1,2,2,1,1,2,1,2
897,3,123,1,2,2,2,1,1,2,1,1,1,1,1,1
898,3,79,1,2,1,2,2,1,2,2,1,1,2,2,2
899,4,125,1,2,2,2,2,2,2,2,2,2,2,2,2
900,2,49,1,1,1,1,1,1,1,1,1,0,0,1,1
901,3,84,1,1,2,2,1,1,2,2,2,1,1,2,2
902,3,75,2,2,1,2,1,1,2,1,2,2,2,2,2
903,2,77,1,1,2,1,2,2,1,1,1,1,1,2,1
904,3,63,2,2,2,2,2,2,2,2,1,1,1,1,1
905,2,0,1,1,1,1,1,1,1,1,1,2,1,2,0
906,3,102,2,2,1,2,2,2,2,2,2,1,2,2,1
907,2,29,1,1,0,2,0,1,1,1,1,1,1,1,1
908,3,72,1,1,1,2,2,2,2,2,2,2,2,2,1
909,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2
910,2,116,1,1,1,2,2,2,2,1,2,2,2,2,0
911,3,61,1,1,1,1,1,2,2,1,1,1,1,1,2
912,2,0,1,0,0,0,1,1,1,1,1,1,1,1,1
913,4,16,2,2,2,2,2,2,2,2,2,2,2,2,2
914,3,38,1,2,2,2,2,2,2,1,2,1,1,2,1
915,3,72,1,2,1,2,2,1,1,1,1,2,1,2,1
916,2,69,1,2,2,1,1,2,2,2,2,1,2,1,1
917,3,33,1,1,0,2,1,1,2,1,1,1,1,2,2
918,3,45,1,1,1,2,1,2,2,1,1,1,1,1,2
919,2,79,2,2,1,2,2,2,2,2,2,1,2,2,0
920,2,21,0,1,1,1,1,1,2,1,1,1,1,1,0
921,4,75,2,2,2,2,2,2,2,2,2,2,2,1,1
922,3,84,1,2,2,2,1,1,2,1,1,1,1,2,1
923,3,28,1,2,1,2,2,1,1,1,1,2,1,1,1
924,3,172,1,2,1,1,1,2,2,2,2,2,2,1,2
925,4,84,2,2,2,2,2,2,2,2,2,2,2,2,2
926,3,187,1,1,1,1,2,2,1,2,2,1,2,1,1
927,3,119,1,0,1,1,1,1,2,1,1,1,1,2,1
928,3,68,2,2,1,2,1,2,1,1,2,2,2,1,1
929,3,82,1,2,2,2,2,2,2,2,1,1,2,1,2
930,4,76,2,2,2,2,2,2,2,2,2,1,2,2,2
931,3,33,1,1,1,2,1,1,1,2,1,1,1,1,1
932,3,0,2,2,2,1,2,1,1,1,2,2,2,2,2
933,2,23,1,2,1,1,1,2,2,2,2,2,1,2,1
934,3,45,2,2,2,2,1,1,1,1,2,2,1,1,0
935,3,71,2,1,1,2,1,2,2,1,2,2,2,1,1
936,2,14,1,1,2,1,1,2,2,2,1,1,2,1,1
937,2,92,2,1,0,1,0,1,2,1,1,1,1,2,0
938,2,54,1,1,1,1,1,1,1,1,1,2,2,1,0
939,3,35,2,1,1,2,2,1,2,1,2,2,2,2,1
940,3,52,1,1,1,1,1,2,1,2,1,2,2,1,1
941,2,61,1,1,2,1,1,1,2,1,2,1,1,1,0
942,3,30,2,2,2,2,2,2,2,2,2,1,1,1,1
943,2,82,2,2,2,2,2,1,2,1,1,1,1,2,2
944,3,73,1,1,2,1,2,2,1,1,1,1,1,1,2
945,4,128,2,1,2,2,2,2,2,2,2,1,2,2,2
946,2,52,1,1,2,2,2,2,1,2,1,1,1,2,2
947,4,71,2,2,2,2,2,2,2,2,2,2,2,2,2
948,3,60,1,1,0,1,1,2,1,1,2,1,2,1,1
949,3,26,1,1,1,1,1,1,1,1,2,1,1,2,1
950,2,60,1,2,1,1,2,1,2,1,1,1,1,1,1
951,2,59,1,1,1,1,2,2,2,1,2,2,2,1,1
952,3,3,1,1,2,1,2,2,2,2,2,2,2,2,2
953,3,0,2,2,1,1,1,1,1,1,1,1,1,1,0
954,4,16,1,2,2,2,2,1,2,2,2,2,1,2,2
955,3,60,1,2,2,1,2,1,2,2,2,2,2,2,2
956,4,67,2,2,2,2,2,2,2,2,2,2,1,1,0
957,3,94,2,2,2,2,2,2,2,1,1,1,2,2,2
958,3,53,2,1,0,2,1,1,1,2,2,2,1,1,1
959,3,54,2,2,2,2,2,2,2,2,2,1,2,1,2
960,3,39,1,1,0,1,1,2,1,2,2,1,2,2,1
961,4,36,2,2,1,1,1,2,1,2,1,2,2,2,2
962,3,59,1,2,1,2,2,2,2,2,2,2,2,1,2
963,3,98,2,2,2,2,2,2,2,2,2,2,2,2,1
964,3,103,2,1,1,2,2,2,2,2,2,2,2,2,1
965,2,41,2,2,2,2,2,2,2,2,2,2,2,2,2
966,4,21,2,2,2,2,2,2,2,2,2,2,2,2,1
967,2,33,1,2,1,1,2,1,2,1,2,1,1,1,2
968,2,15,2,2,2,1,2,2,2,1,2,1,1,1,1
969,2,75,1,1,0,1,1,2,2,1,1,2,2,2,1
970,3,60,1,2,1,1,2,2,2,2,2,1,2,2,2
971,4,31,1,2,1,2,1,2,1,1,2,2,2,2,1
972,2,116,1,1,1,1,1,1,1,1,1,2,1,2,1
973,4,78,2,2,2,2,2,2,2,2,2,2,1,2,1
974,2,54,1,1,2,2,2,2,1,2,1,2,2,1,2
975,2,73,1,1,2,1,1,2,1,1,1,1,1,0,1
976,4,66,1,2,1,2,2,2,1,2,2,2,2,2,1
977,2,57,1,2,2,2,2,1,2,1,2,2,1,1,1
978,2,0,1,2,2,2,2,1,2,1,1,1,2,1,1
979,2,42,2,2,1,2,2,2,2,2,1,2,2,1,1
980,2,54,2,2,2,2,2,2,2,2,2,2,1,1,1
981,3,78,2,1,1,1,1,2,2,1,2,2,1,2,2
982,3,67,2,2,1,2,1,2,2,2,2,2,2,2,2
983,2,98,1,1,1,1,1,1,2,1,1,2,1,1,2
984,0,32,0,1,1,1,1,0,1,1,1,0,1,0,0
985,4,104,1,2,2,2,2,2,2,2,2,2,2,2,2
986,2,70,2,1,2,2,1,2,2,1,2,1,1,1,1
987,4,91,1,2,2,2,2,2,2,2,2,2,2,2,2
988,2,105,2,1,1,1,1,2,0,1,1,2,2,1,1
989,4,45,2,2,2,2,2,2,2,2,2,2,2,2,2
990,2,114,1,2,1,2,0,1,1,2,2,2,1,0,1
991,3,116,1,1,1,1,2,2,2,1,2,2,1,1,2
992,4,157,1,2,2,2,2,1,2,2,2,2,1,2,1
993,2,0,1,2,2,2,2,1,1,1,2,1,1,2,2
994,2,56,1,1,1,2,2,1,1,0,1,1,0,1,1
995,2,51,1,2,2,2,1,2,1,1,1,2,1,2,1
996,3,62,2,1,1,1,1,1,2,0,1,1,1,0,1
997,4,125,2,1,2,1,1,2,2,2,2,1,2,1,2
998,2,0,1,0,0,1,1,2,1,1,1,1,1,1,0
999,4,61,1,2,2,2,2,2,2,2,2,1,2,1,1
1000,2,52,2,2,2,2,2,1,2,1,1,2,1,2,1
1001,3,0,1,2,1,2,1,2,2,1,1,2,2,1,2
1002,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0
1003,3,3,2,1,1,2,2,1,2,1,2,1,1,1,1
1004,3,54,2,2,2,2,2,2,2,2,2,2,1,2,2
1005,4,22,2,1,1,2,1,1,2,2,2,1,2,2,1
1006,3,110,1,2,1,2,1,2,2,2,1,1,1,1,0
1007,3,94,2,1,2,2,1,1,1,1,1,1,1,2,2
1008,3,104,2,2,2,2,2,1,2,2,1,2,1,1,1
1009,1,9,1,1,0,0,1,1,2,2,2,2,2,2,2
1010,3,123,2,2,1,2,1,1,2,1,2,2,1,1,0
1011,3,0,2,2,2,1,1,2,2,2,2,2,1,1,2
1012,2,13,1,1,1,1,1,1,1,1,1,2,1,1,1
1013,3,0,1,2,1,2,2,2,2,2,2,2,1,2,2
1014,3,38,1,2,2,2,2,2,2,2,2,2,1,1,2
1015,3,0,1,1,1,2,1,1,1,1,2,2,1,1,1
1016,3,25,2,2,1,2,2,2,2,1,2,1,1,2,2
1017,3,31,2,2,2,2,1,2,2,2,2,1,2,2,1
1018,3,70,2,2,2,2,2,1,2,2,2,2,2,2,2
1019,3,39,2,2,2,2,2,2,2,2,2,2,1,1,1
1020,3,5,2,2,1,2,2,1,1,2,2,1,1,2,1
1021,4,83,2,2,1,2,2,1,2,2,2,2,2,1,2
1022,1,106,0,1,1,1,1,1,2,1,2,2,1,2,2
1023,3,27,2,1,1,2,2,1,1,1,1,1,1,1,1
1024,3,87,0,0,2,1,1,1,1,2,1,2,1,1,1
1025,4,43,1,1,1,2,1,2,2,1,2,1,2,1,2
1026,2,19,2,1,1,2,1,2,2,2,1,2,2,2,2
1027,2,0,1,1,1,1,1,1,1,1,1,1,1,2,2
1028,4,50,2,2,2,2,2,2,2,2,2,2,2,1,1
1029,2,55,2,1,1,2,2,1,1,2,1,1,1,2,1
1030,4,71,2,2,2,2,2,2,2,2,2,2,2,2,2
1031,1,59,2,1,1,1,1,1,1,1,1,0,2,1,0
1032,2,66,1,2,1,2,2,1,1,1,1,2,2,1,2
1033,2,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1034,3,88,2,2,2,2,2,2,2,2,2,2,2,1,2
1035,1,55,1,1,0,1,1,1,1,1,0,0,1,0,0
1036,2,63,2,2,1,1,1,2,2,1,1,2,0,1,0
1037,3,0,1,2,2,2,2,2,1,1,2,1,2,2,1
1038,3,22,1,2,1,2,1,2,2,2,2,2,2,2,1
1039,3,34,2,2,1,2,2,2,2,1,2,2,2,2,2
1040,3,0,1,2,1,2,2,1,2,2,2,2,2,2,1
1041,3,25,2,1,1,1,1,2,1,1,1,1,1,2,1
1042,3,0,2,2,1,1,2,2,2,2,2,1,1,2,2
1043,3,45,1,2,2,2,1,2,1,2,1,1,0,1,1
1044,2,56,2,1,2,2,1,1,1,1,1,1,2,1,1
1045,3,128,2,2,2,2,1,1,1,1,1,0,1,2,1
1046,3,59,1,1,1,1,1,2,2,1,1,2,1,2,1
1047,2,31,0,1,0,1,0,1,1,1,1,1,1,1,1
1048,4,96,2,2,2,2,2,2,2,2,2,1,1,2,2
1049,3,174,1,2,1,2,1,2,2,2,2,2,1,2,1
1050,3,29,1,1,1,1,1,2,1,2,2,1,1,1,1
1051,4,95,1,1,1,2,2,2,2,2,1,2,1,1,2
1052,3,45,1,2,1,2,1,2,2,2,2,2,1,1,1
1053,2,46,1,1,1,1,1,2,1,1,2,1,2,2,1
1054,2,77,2,2,2,2,2,2,2,1,2,2,2,1,1
1055,2,0,1,2,2,2,1,1,2,1,1,2,0,0,1
1056,4,41,1,1,2,2,2,2,1,2,2,1,1,2,2
1057,2,58,1,1,1,1,1,0,1,2,1,1,1,1,1
1058,4,0,2,2,2,2,2,2,2,1,2,2,2,2,2
1059,2,55,2,1,2,1,1,1,1,1,1,1,1,1,1
1060,3,85,1,1,2,2,1,1,1,1,1,1,2,1,1
1061,3,60,2,2,1,2,2,1,2,1,2,2,1,1,1
1062,2,0,2,2,1,2,1,2,2,2,1,1,2,1,2
1063,3,30,1,1,1,2,1,1,2,2,1,2,1,1,1
1064,3,4,2,2,2,2,2,2,2,2,2,2,1,1,1
1065,4,42,2,2,1,1,2,2,2,2,2,2,2,2,2
1066,2,17,2,2,1,2,2,1,2,1,1,2,2,2,1
1067,3,65,2,2,1,2,1,1,2,2,1,1,1,1,2
1068,3,94,2,2,2,2,2,1,1,2,2,2,1,1,2
1069,3,18,2,2,1,1,2,1,1,1,2,2,1,1,1
1070,3,66,2,2,2,2,2,2,2,2,2,2,2,2,2
1071,4,31,2,2,1,2,1,2,2,2,2,1,2,2,2
1072,2,0,2,1,0,1,1,1,1,1,1,1,1,1,1
1073,3,0,2,2,1,2,2,2,1,1,1,1,1,1,1
1074,3,81,1,1,1,2,2,1,1,1,1,1,1,1,1
1075,3,56,2,1,2,1,2,2,1,1,2,1,1,0,1
1076,1,69,1,1,1,0,2,1,1,2,1,1,1,1,1
1077,2,47,2,1,1,1,1,1,1,0,1,1,0,1,1
1078,3,4,2,2,1,2,1,2,2,1,1,2,1,1,1
1079,4,54,1,2,2,2,2,2,2,2,2,2,2,2,2
1080,4,102,2,2,1,2,2,2,2,2,2,2,1,1,1
1081,3,26,1,2,0,1,2,1,1,1,1,2,2,2,1
1082,4,36,2,2,2,2,2,2,2,2,2,2,2,2,2
1083,3,166,1,2,2,2,2,2,1,2,2,2,1,2,1
1084,3,46,2,2,1,2,2,1,2,2,1,2,1,1,2
1085,2,86,2,2,2,2,2,1,1,1,2,2,1,1,0
1086,3,80,2,2,2,2,2,2,2,2,1,2,2,2,2
1087,3,23,1,1,1,1,1,1,1,1,1,2,2,1,1
1088,2,110,2,1,1,2,2,2,2,2,2,1,2,2,2
1089,2,22,2,1,0,1,2,2,2,1,1,2,1,1,1
1090,4,43,2,2,2,2,1,2,2,2,2,2,2,2,2
1091,3,91,1,1,1,2,2,1,2,2,1,2,2,1,1
1092,4,10,2,2,2,2,1,2,1,2,2,1,2,2,1
1093,3,93,2,1,1,1,1,1,1,1,1,1,1,1,1
1094,2,11,1,2,1,2,2,1,2,2,2,1,2,2,1
1095,3,165,1,2,1,2,2,2,1,2,2,1,1,1,1
1096,2,9,1,1,0,1,1,1,1,2,1,1,1,0,1
1097,4,15,1,1,2,2,2,1,1,1,1,1,1,2,1
1098,3,133,2,2,1,2,1,1,2,1,2,2,1,2,1
1099,3,0,1,1,2,1,2,2,2,2,2,1,2,2,2
1100,3,42,1,1,1,1,2,1,1,2,2,0,1,1,1
1101,4,37,1,2,1,2,2,2,1,2,2,2,2,1,2
1102,2,49,1,1,1,1,1,2,2,1,1,1,1,1,1
1103,3,43,2,2,2,2,2,2,2,2,2,2,2,2,1
1104,3,79,1,1,2,1,1,1,0,1,1,1,1,0,2
1105,2,57,1,1,1,1,2,1,1,1,1,2,1,1,0
1106,4,148,2,1,1,2,1,2,2,2,2,1,2,1,2
1107,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1108,3,28,1,1,2,2,1,1,1,2,2,2,1,2,2
1109,3,61,2,2,2,2,2,2,2,2,2,1,2,2,2
1110,2,80,2,1,2,2,2,1,1,1,1,2,0,1,2
1111,3,63,2,2,1,1,1,2,2,1,1,0,1,1,1
1112,3,52,2,2,2,2,1,1,2,2,1,2,1,1,2
1113,1,64,1,1,1,0,1,1,1,1,1,0,1,1,1
1114,3,47,2,1,2,2,2,1,2,1,1,2,2,1,1
1115,3,0,1,2,2,2,2,2,2,2,2,2,2,1,2
1116,4,55,1,2,2,2,2,2,2,1,2,0,2,1,2
1117,3,54,1,2,1,1,1,1,1,2,1,1,1,2,1
1118,4,44,2,1,2,2,0,1,2,1,2,1,1,1,2
1119,3,84,2,2,2,2,2,1,2,1,1,2,1,1,1
1120,2,48,0,2,1,1,1,1,1,1,1,1,1,0,1
1121,4,119,1,2,2,2,2,2,2,2,2,2,2,2,2
1122,4,89,2,2,1,2,2,1,1,1,1,1,2,2,1
1123,3,24,1,2,1,2,2,2,2,2,2,2,2,2,2
1124,2,33,1,2,0,1,2,1,2,1,1,2,1,1,1
1125,3,81,1,2,1,2,2,1,0,1,2,2,1,1,1
1126,3,25,1,2,1,2,1,2,2,2,2,1,1,1,1
1127,3,111,1,2,2,2,2,2,1,2,2,2,2,2,2
1128,1,16,1,1,1,1,1,2,1,1,1,1,1,1,1
1129,2,135,1,1,1,1,1,1,1,1,1,1,1,2,1
1130,2,32,1,1,1,2,2,2,1,1,2,1,2,1,1
1131,4,111,2,2,1,2,2,2,2,2,2,1,1,1,2
1132,4,99,2,2,1,2,2,2,2,2,2,2,2,2,2
1133,2,94,2,2,1,2,2,1,2,1,2,1,0,1,0
1134,2,40,2,2,2,2,2,2,2,1,2,2,1,2,1
1135,1,78,1,2,1,2,2,1,1,1,1,1,1,1,1
1136,2,42,2,2,2,1,1,1,1,1,1,2,1,1,1
1137,4,34,1,2,2,2,2,2,2,2,1,2,2,2,2
1138,2,88,2,2,2,2,1,2,2,2,1,1,1,1,1
1139,4,27,1,2,2,2,2,2,2,2,2,1,1,2,1
1140,3,40,1,1,1,1,1,2,2,2,2,1,2,1,2
1141,3,0,1,2,1,2,1,2,2,2,2,0,1,2,2
1142,3,114,2,1,2,2,2,1,1,1,2,2,1,2,2
1143,1,114,1,1,0,1,1,1,1,1,0,1,1,0,0
1144,3,48,1,1,1,2,2,1,1,1,1,1,1,1,1
1145,3,26,1,2,2,2,1,2,2,2,1,2,1,1,1
1146,4,54,2,2,2,2,2,2,2,2,2,2,2,2,1
1147,2,76,1,2,0,2,1,1,1,1,1,1,1,1,1
1148,3,74,2,2,1,2,2,1,2,1,2,2,1,1,2
1149,2,84,1,2,2,1,2,2,2,2,2,2,2,1,1
1150,2,107,2,2,1,2,2,1,1,1,2,2,1,2,1
1151,4,108,2,2,2,2,2,2,2,2,2,2,1,2,1
1152,4,132,2,2,2,2,2,2,2,2,2,2,1,1,1
1153,1,84,0,1,1,2,1,2,1,1,2,1,1,1,1
1154,3,33,1,2,1,2,1,2,2,1,2,1,2,2,1
1155,2,38,1,1,2,1,2,1,2,2,1,2,1,1,1
1156,4,72,2,1,1,2,2,2,2,2,2,1,1,2,2
1157,2,5,1,1,2,2,2,2,2,2,2,2,1,1,1
1158,2,101,0,0,1,1,1,1,1,1,1,1,0,1,0
1159,3,19,0,1,1,1,1,2,1,1,2,2,2,1,1
1160,4,27,2,2,2,2,2,2,2,2,2,2,2,2,2
1161,2,69,1,2,2,1,1,1,1,2,1,1,1,2,2
1162,3,58,1,2,1,1,2,2,2,2,2,2,1,2,2
1163,1,72,1,2,1,1,2,1,1,2,1,1,1,1,1
1164,3,60,2,2,2,2,2,2,2,2,2,2,1,1,2
1165,4,123,1,2,2,2,2,2,2,2,2,2,2,2,2
1166,3,68,2,2,1,2,2,2,2,2,2,2,2,2,2
1167,3,0,1,1,1,2,1,1,2,1,1,2,2,2,2
1168,3,73,2,2,2,2,2,2,1,2,1,2,1,2,2
1169,2,27,2,2,1,1,1,2,1,2,2,1,2,2,1
1170,3,111,2,1,1,2,2,2,1,1,1,1,1,0,0
1171,2,82,1,1,1,1,1,2,1,2,2,2,1,1,1
1172,2,111,2,2,1,1,1,2,1,2,2,2,1,1,1
1173,3,29,2,1,2,2,1,2,2,2,2,2,2,2,2
1174,3,118,1,2,2,2,2,2,2,2,2,1,2,2,2
1175,4,165,2,2,2,2,2,2,2,2,2,2,2,2,2
1176,3,0,2,1,2,1,2,2,2,1,2,2,2,2,2
1177,3,120,1,2,1,2,1,1,1,1,1,1,1,2,1
1178,2,43,1,1,1,1,2,1,1,1,1,1,1,1,0
1179,3,112,2,2,2,1,1,2,1,1,2,2,2,1,1
1180,3,86,1,1,1,1,1,1,2,1,2,2,2,0,1
1181,3,99,2,2,2,2,2,2,2,2,2,2,2,2,2
1182,3,15,2,1,1,2,2,1,1,2,2,1,1,1,1
1183,4,0,1,2,1,2,1,2,2,2,1,2,1,1,1
1184,4,57,2,2,2,2,2,2,2,2,2,2,2,2,2
1185,3,80,2,2,2,2,1,2,2,2,1,2,2,2,1
1186,1,124,1,1,1,1,1,2,2,1,2,2,2,1,1
1187,2,17,1,1,1,2,1,2,1,2,1,2,2,2,1
1188,3,48,1,1,1,1,1,2,1,1,1,2,2,1,1
1189,2,64,1,2,2,1,2,1,1,1,1,1,1,1,0
1190,3,95,1,2,1,2,2,2,2,2,2,2,2,2,1
1191,2,58,1,1,1,1,2,1,2,1,1,2,2,1,1
1192,2,26,1,1,1,1,0,1,1,2,1,1,1,1,1
1193,3,30,2,2,1,2,2,1,2,2,2,2,1,1,2
1194,2,0,1,1,1,2,1,1,2,2,1,1,2,1,2
1195,3,0,2,2,1,2,2,2,2,2,2,2,2,2,1
1196,2,113,0,1,0,1,2,1,2,2,2,2,1,2,1
1197,3,11,1,2,1,1,2,2,2,2,2,2,1,2,2
1198,3,113,2,2,2,2,1,2,2,1,1,2,1,1,1
1199,2,17,1,1,1,1,1,2,1,1,1,2,1,0,1
1200,2,19,1,1,1,1,2,1,1,1,2,2,1,1,1
1201,2,51,1,1,1,2,2,2,2,1,2,1,2,2,1
1202,3,97,1,2,1,2,1,2,2,2,2,2,1,2,2
1203,3,72,1,2,1,1,1,1,1,1,2,1,1,2,1
1204,3,65,2,2,2,1,2,1,1,1,1,2,1,1,1
1205,3,87,2,1,1,1,0,1,1,1,0,1,1,2,2
1206,3,32,2,2,2,2,2,1,2,2,2,2,2,2,2
1207,3,51,1,1,1,1,1,2,2,2,2,2,2,1,2
1208,2,82,1,1,1,1,1,1,1,2,1,2,0,1,1
1209,3,29,2,2,1,2,2,2,2,2,2,2,2,2,2
1210,3,0,1,1,1,2,2,2,2,1,1,2,1,1,2
1211,3,88,2,2,2,2,2,1,1,1,1,2,2,2,2
1212,2,59,2,2,2,2,1,1,1,1,1,2,1,2,1
1213,2,0,1,1,1,2,1,2,1,1,2,1,2,2,1
1214,3,0,2,2,2,2,1,1,1,2,2,1,2,2,0
1215,2,11,2,2,2,2,1,1,1,1,2,1,1,1,1
1216,3,36,1,2,1,2,2,2,2,2,2,1,2,1,0
1217,3,51,1,2,1,2,2,1,2,1,1,2,1,0,0
1218,3,78,1,1,2,2,1,2,2,2,1,1,1,2,1
1219,3,48,1,1,1,1,1,2,2,1,1,1,1,2,2
1220,4,92,2,1,1,1,2,1,1,1,0,0,1,1,0
1221,3,84,1,1,1,1,1,1,1,1,1,1,1,1,1
1222,2,40,2,2,2,2,1,2,2,2,2,2,2,0,1
1223,3,42,2,2,1,1,1,2,2,1,1,1,1,0,1
1224,3,67,1,2,2,1,1,1,1,1,2,1,2,2,2
1225,3,10,2,2,2,2,1,2,2,2,2,2,2,2,2
1226,3,83,1,2,2,1,2,2,1,2,2,2,2,2,2
1227,2,19,1,2,1,1,2,1,2,1,2,2,1,1,1
1228,2,99,2,2,1,1,2,2,1,2,2,2,2,2,2
1229,2,35,1,1,1,1,1,2,2,2,1,1,2,1,1
1230,2,76,1,2,2,2,2,1,1,1,1,1,1,1,1
1231,3,79,1,1,1,2,1,2,1,2,1,1,2,1,2
1232,3,23,2,2,2,2,2,2,2,1,2,1,2,1,1
1233,2,120,1,2,1,1,2,1,1,1,1,1,1,1,2
1234,3,47,1,1,1,2,1,1,1,1,1,1,1,1,1
1235,3,66,2,2,1,1,1,1,1,1,1,1,1,1,1
1236,3,55,2,2,1,1,1,1,1,1,1,2,0,0,1
1237,3,88,2,1,1,2,2,2,2,2,2,1,2,1,1
1238,3,16,1,1,1,1,2,2,1,1,1,1,1,0,1
1239,3,69,2,2,1,2,1,1,2,1,2,1,1,1,1
1240,3,49,2,1,1,2,2,1,2,1,1,2,2,1,0
1241,3,92,1,1,1,2,1,0,1,1,1,1,1,1,2
1242,2,79,2,2,1,2,1,1,2,2,2,1,2,1,1
1243,2,0,2,1,1,1,2,1,1,2,2,1,2,1,1
1244,3,23,1,2,1,2,1,1,1,1,2,2,2,2,2
1245,3,53,2,2,2,2,2,2,2,2,2,2,2,2,2
1246,2,0,1,1,1,1,0,2,1,0,1,1,1,1,0
1247,4,35,2,2,2,2,2,1,1,2,2,1,2,2,1
1248,3,36,2,2,1,2,2,2,2,1,1,2,1,2,0
1249,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2
1250,2,76,1,1,1,1,1,2,1,1,2,1,1,1,0
1251,4,78,1,1,2,2,1,1,1,1,2,1,1,2,1
1252,3,12,2,2,2,1,1,1,1,1,1,1,2,1,1
1253,3,99,1,2,2,2,1,2,2,2,2,2,2,2,1
1254,2,12,0,1,0,1,2,2,2,2,2,2,1,2,1
1255,3,44,1,1,2,2,2,2,2,2,2,1,2,1,1
1256,4,85,2,2,1,2,2,2,2,2,2,2,1,1,0
1257,4,168,2,2,2,2,2,2,1,2,2,1,2,1,2
1258,3,107,2,2,1,2,2,2,2,2,2,2,2,2,2
1259,3,92,2,2,2,2,2,2,2,2,2,2,2,2,2
1260,3,62,2,2,2,2,2,1,2,2,2,2,1,1,2
1261,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2
1262,3,91,2,2,2,2,1,2,2,2,1,2,2,2,2
1263,1,81,2,2,2,2,1,2,2,1,2,2,1,1,2
1264,2,16,1,1,2,2,1,1,1,1,1,1,1,2,1
1265,3,79,1,2,1,2,2,1,1,1,1,1,1,1,1
1266,3,36,2,2,1,1,2,2,2,2,2,2,2,2,2
1267,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2
1268,3,49,0,1,1,2,1,2,2,2,2,2,2,0,1
1269,2,105,1,1,1,1,1,1,1,1,1,1,1,2,0
1270,2,99,1,1,1,1,2,1,1,1,1,1,1,2,1
1271,3,0,1,1,2,1,1,2,2,1,2,2,2,2,2
1272,2,65,0,1,1,1,2,1,1,2,2,2,1,1,1
1273,3,0,1,2,2,2,2,2,2,2,2,1,2,2,2
1274,2,52,1,1,2,1,1,2,2,2,2,2,2,1,1
1275,4,94,2,1,1,2,1,2,2,2,2,2,1,1,1
1276,3,123,2,2,1,2,2,1,1,1,2,2,2,2,2
1277,3,6,2,2,2,1,2,2,2,2,2,2,2,2,2
1278,3,0,2,1,2,1,1,1,2,1,2,1,1,1,2
1279,3,52,1,1,1,1,1,2,1,1,2,2,2,1,1
1280,4,32,2,2,2,2,2,2,2,2,2,2,2,2,1
1281,3,51,2,2,0,2,2,1,1,2,2,1,1,1,2
1282,2,126,2,2,1,2,2,1,2,1,2,2,1,1,1
1283,2,23,2,2,2,2,2,2,2,1,2,1,2,2,2
1284,3,106,1,1,1,1,2,2,2,2,2,2,2,2,2
1285,3,33,1,1,0,1,1,1,1,1,1,1,1,1,1
1286,3,72,1,1,2,1,1,1,1,1,2,1,1,2,2
1287,2,90,2,2,2,2,2,2,2,1,2,2,1,2,1
1288,3,74,2,2,1,2,2,2,2,2,2,2,2,2,1
1289,4,49,2,2,2,2,2,2,2,1,2,2,2,1,2
1290,3,90,2,2,2,2,2,2,2,2,2,2,2,2,2
1291,3,19,2,2,2,2,1,1,1,1,1,1,1,1,1
1292,2,89,1,1,0,1,1,1,1,1,1,1,0,0,0
1293,3,0,1,2,2,1,1,1,1,1,1,0,1,2,1
1294,1,78,0,1,0,1,0,0,0,0,0,0,0,0,0
