ID,w3-assessment-result,w3-reflection-length,w3-1,w3-2,w3-3,w3-4,w3-5,w3-6,w3-7,w3-8,w3-9,w3-10,w3-11,w3-12,w3-13,w4-assessment-result,w4-reflection-length,w4-1,w4-2,w4-3,w4-4,w4-5,w4-6,w4-7,w4-8,w4-9,w4-10,w4-11,w4-12,w4-13
444,3,77,2,2,1,1,2,2,1,2,2,2,2,2,2,3,79,1,2,1,2,2,1,2,1,1,1,1,2,1
445,3,122,2,1,1,2,1,1,1,1,1,1,1,2,1,3,78,2,2,2,2,1,2,2,2,2,1,1,2,1
446,2,70,2,2,1,2,2,2,1,2,2,2,2,2,1,4,48,1,2,1,2,2,2,2,2,2,2,2,2,1
447,3,93,2,2,1,2,1,2,2,2,1,2,1,1,1,4,6,2,2,2,2,2,1,1,1,1,2,2,2,2
448,2,157,2,2,2,2,2,2,2,1,1,2,2,1,2,2,55,2,1,1,1,1,2,1,1,2,1,1,1,2
449,3,81,1,2,1,2,2,2,1,2,2,2,2,2,2,4,107,2,2,2,2,2,2,2,2,2,2,2,2,2
450,2,84,2,2,2,2,2,2,2,1,2,1,2,1,0,2,94,1,1,1,2,1,2,2,0,2,1,1,1,1
451,3,115,2,2,2,2,2,2,2,1,2,2,2,2,0,4,49,1,1,2,1,2,1,1,2,1,2,2,2,1
452,3,85,2,2,2,2,2,2,2,2,2,2,2,2,2,4,40,2,2,2,2,2,2,2,2,2,2,1,2,2
453,4,34,2,2,1,2,2,1,2,1,1,1,2,1,1,2,44,2,2,2,2,2,1,2,0,1,1,1,1,1
454,4,56,2,2,2,2,2,2,2,1,2,1,2,2,1,2,16,1,1,1,1,1,1,1,1,1,2,1,1,1
455,3,14,1,2,1,1,1,1,1,2,2,2,2,2,2,4,27,2,2,2,2,2,2,1,2,2,2,1,2,2
456,1,18,2,2,0,1,0,1,1,1,1,1,1,1,0,3,20,2,2,1,1,1,1,1,2,1,1,2,1,1
457,2,37,2,1,1,2,1,1,1,0,1,1,1,2,2,3,19,1,2,2,2,2,2,2,2,1,2,1,2,2
458,3,85,2,2,2,2,2,2,1,2,1,2,2,1,2,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2
459,3,75,0,1,1,1,2,1,1,2,1,1,2,1,2,3,37,1,2,2,2,2,1,1,2,1,2,2,2,2
460,2,112,2,1,1,1,0,1,1,1,1,1,2,1,1,2,4,2,2,1,1,2,2,1,2,1,1,1,1,2
461,3,83,1,1,1,1,2,2,2,2,2,1,1,2,1,3,113,1,1,2,2,2,2,2,2,2,2,1,1,1
462,3,11,2,2,2,2,2,2,2,2,2,2,2,1,1,4,51,2,2,2,2,2,2,2,2,2,2,2,2,1
463,4,64,1,1,1,1,1,2,2,1,2,2,2,2,2,3,66,1,2,2,2,2,1,1,1,1,2,2,1,1
464,3,105,2,2,2,2,2,2,2,2,2,2,2,2,2,4,48,2,2,2,2,2,2,2,2,2,2,2,2,2
465,4,36,2,2,2,2,2,1,2,2,1,2,1,2,2,3,87,2,2,1,2,2,2,2,1,1,1,2,2,2
466,2,130,2,1,0,1,1,1,2,2,1,2,2,1,1,3,104,2,1,1,1,2,2,2,1,1,2,1,1,1
467,3,23,1,2,2,1,2,1,0,1,1,1,1,1,2,3,66,2,2,2,2,2,1,1,1,1,1,2,1,2
468,2,56,2,1,1,1,1,1,1,1,1,1,1,1,2,2,54,1,1,1,2,2,1,1,1,1,1,1,1,1
469,4,19,2,2,2,2,1,2,2,2,2,1,2,2,2,4,14,2,2,2,2,2,1,2,2,1,2,2,2,2
470,3,0,2,1,1,2,2,1,2,1,2,0,2,1,2,2,47,1,1,1,1,1,1,1,0,0,1,1,2,0
471,4,79,2,2,2,2,2,2,2,2,2,2,2,2,2,4,39,2,2,2,2,2,2,2,2,2,2,2,2,2
472,3,87,1,2,2,2,2,2,1,1,2,1,1,2,1,3,90,2,2,2,2,2,2,2,1,2,2,2,2,1
473,3,138,1,1,1,1,1,1,1,1,0,1,0,1,0,3,116,2,1,1,1,2,1,2,1,1,1,1,1,1
474,3,36,1,2,0,2,2,2,2,2,2,2,2,2,2,4,75,2,2,2,2,2,2,2,2,2,2,2,1,2
475,3,64,1,2,1,2,2,1,2,2,2,2,2,2,2,4,18,1,2,2,2,2,2,2,2,2,2,2,2,1
476,3,20,1,2,1,1,2,2,1,2,1,1,2,1,2,3,0,2,2,2,2,2,2,2,2,1,2,2,1,1
477,2,74,2,2,2,2,1,1,1,1,2,2,1,1,1,4,33,2,2,2,2,2,2,2,2,2,2,1,1,1
478,3,17,2,2,2,2,2,2,2,1,2,2,2,2,1,4,55,2,2,2,2,2,2,2,2,2,2,2,2,1
479,2,35,1,1,0,1,2,1,1,1,1,1,1,1,1,3,29,2,2,2,2,2,2,2,2,2,2,1,2,2
480,4,126,2,1,2,1,2,1,2,1,1,1,1,1,1,3,87,2,2,2,1,2,2,1,2,2,1,1,2,2
481,3,27,1,2,2,1,1,1,1,2,2,1,2,1,1,3,24,1,2,1,2,1,2,2,2,2,2,2,2,2
482,3,108,2,2,1,2,1,2,2,2,2,2,2,2,1,4,115,2,2,1,2,2,1,1,1,1,2,1,2,1
483,3,128,1,1,1,1,1,1,1,1,1,0,1,2,1,3,78,1,1,1,1,2,1,1,2,1,1,1,2,2
484,3,50,2,2,1,2,1,2,2,2,2,2,2,2,1,2,77,2,2,1,2,2,1,2,1,1,2,2,2,2
485,3,129,2,2,2,2,1,2,2,2,2,2,2,1,2,3,70,1,1,1,1,2,1,1,0,1,0,1,1,1
486,3,27,2,2,2,2,1,1,2,2,2,1,2,2,2,3,0,1,2,1,2,2,1,1,2,1,1,1,2,1
487,2,72,1,2,2,2,1,2,2,2,2,1,1,1,2,3,23,2,2,2,1,2,1,1,2,1,2,2,2,2
488,4,76,1,2,1,2,1,2,2,1,1,2,2,1,2,3,32,1,1,0,1,2,2,2,2,1,2,2,1,1
489,2,14,1,2,2,2,0,1,1,1,2,2,1,1,1,4,72,1,2,2,2,2,2,1,2,2,1,2,2,1
490,3,109,2,2,2,1,2,2,2,2,2,2,2,2,1,4,69,2,2,2,2,2,2,2,2,2,2,2,2,2
491,3,33,2,2,2,2,2,2,2,2,2,1,1,1,1,3,55,2,2,2,2,2,1,1,1,1,1,1,1,2
492,2,19,1,1,1,1,2,1,1,0,1,2,1,2,1,3,66,2,2,2,2,2,2,2,1,1,2,2,1,1
493,3,80,1,1,1,2,1,1,2,1,1,2,2,1,2,3,39,2,2,2,2,2,2,2,2,1,2,1,1,1
494,3,0,1,2,2,2,1,2,1,1,2,2,2,1,2,3,4,1,1,1,1,2,1,2,2,1,2,1,1,1
495,1,63,2,2,1,2,1,1,1,1,2,1,0,1,0,2,83,2,2,2,2,2,1,1,1,1,1,1,1,0
496,1,85,1,1,1,1,1,1,1,2,1,2,1,1,1,2,58,1,2,1,2,1,1,1,1,1,1,1,1,1
497,1,97,1,2,1,2,2,2,1,2,2,0,1,2,2,2,0,1,2,1,1,1,2,2,1,2,2,1,2,2
498,3,52,2,2,2,1,2,2,2,2,2,2,2,2,0,4,21,1,2,2,2,2,2,2,2,2,2,1,2,1
499,3,83,2,2,1,2,2,1,1,2,2,1,1,2,2,4,127,2,2,2,2,2,2,2,2,2,2,2,2,2
500,1,98,1,2,2,1,2,1,1,1,1,1,1,2,1,1,113,1,2,1,2,2,1,1,0,1,1,1,0,1
501,3,29,1,1,0,1,1,1,2,2,2,2,2,2,2,3,53,2,1,1,1,2,2,2,1,2,1,1,1,1
502,3,107,2,2,1,1,2,1,2,2,2,1,1,1,1,3,103,2,2,0,2,2,2,2,2,1,1,1,2,1
503,4,21,1,1,2,1,1,1,1,1,2,2,2,2,1,3,30,1,2,2,2,1,2,2,2,1,2,2,2,1
504,2,70,2,2,2,2,1,2,1,1,2,1,2,1,1,3,71,2,1,1,2,1,1,1,2,1,1,1,1,1
505,3,81,2,2,2,2,2,2,2,1,2,2,1,2,1,4,43,2,2,2,2,2,2,2,2,2,2,2,2,2
506,3,52,1,2,2,2,1,1,1,2,1,2,1,2,1,4,5,1,2,2,2,2,2,2,2,2,2,2,2,2
507,3,0,2,1,2,1,2,2,2,1,1,1,1,0,2,3,59,2,1,1,2,2,1,1,0,1,1,1,1,1
508,2,38,2,1,1,2,1,1,1,1,1,2,1,0,0,2,116,1,2,1,2,2,1,1,1,1,1,1,1,1
509,2,48,2,2,1,2,1,1,2,1,2,1,1,1,1,3,47,2,1,2,2,1,1,2,1,1,2,1,1,1
510,3,0,1,2,2,2,2,2,2,1,2,2,1,2,2,3,6,2,2,2,2,2,2,2,1,2,2,2,2,2
511,2,63,1,1,1,2,2,1,2,2,1,1,1,1,1,2,58,2,2,1,1,2,1,1,1,1,1,1,1,2
512,2,46,2,1,2,2,2,1,1,1,2,1,1,1,1,3,95,2,2,2,2,2,2,2,2,2,2,1,1,2
513,2,103,2,1,0,1,0,1,0,1,1,1,1,2,1,3,66,1,2,1,1,2,2,2,2,1,1,1,2,1
514,2,118,0,1,1,1,0,1,1,1,2,2,1,2,2,3,61,0,1,1,1,1,2,2,2,2,1,2,1,1
515,3,101,1,1,1,0,1,1,1,1,1,0,0,1,1,3,65,2,2,1,1,1,0,0,1,1,0,0,1,0
516,3,118,2,2,2,2,2,1,1,1,2,1,2,1,1,3,83,1,2,1,2,1,2,1,1,1,1,1,1,1
517,4,86,1,1,1,1,2,2,2,1,2,1,2,2,2,3,57,1,1,2,1,1,0,0,0,0,0,0,0,0
518,4,82,1,2,1,2,1,1,2,1,2,2,2,2,1,3,68,2,2,1,2,2,2,1,2,2,1,1,1,1
519,3,53,1,2,1,2,1,1,1,0,1,1,2,1,1,3,14,2,2,1,2,1,2,2,2,2,1,2,1,2
520,3,14,2,2,2,2,1,2,1,0,1,1,1,1,1,4,38,2,2,2,2,2,2,2,2,2,2,2,2,2
521,3,52,2,2,1,2,2,1,1,2,1,1,1,2,1,3,40,2,2,2,2,2,1,2,1,1,2,1,1,1
522,3,60,1,2,2,2,2,2,1,2,1,1,1,2,2,3,12,2,1,2,1,2,2,2,2,2,2,1,1,2
523,3,68,2,2,2,2,2,2,2,2,2,2,2,2,1,3,50,2,1,1,1,1,1,1,2,1,1,2,2,1
524,3,0,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1
525,1,104,1,1,2,2,2,1,2,2,2,1,1,1,1,3,59,1,2,1,2,2,2,2,2,2,2,2,2,2
526,3,92,2,1,1,1,1,2,2,2,2,2,2,1,1,3,72,2,2,2,2,2,2,2,2,2,2,2,2,2
527,2,0,1,1,2,2,1,1,1,1,1,2,1,1,0,2,0,1,2,1,1,1,1,1,1,1,1,1,1,1
528,3,0,2,2,2,2,2,2,2,1,2,2,2,1,2,4,0,2,2,2,2,2,2,2,2,2,2,2,2,2
529,4,5,1,1,2,1,2,1,1,0,1,1,1,1,0,3,63,1,2,1,1,2,2,1,1,2,1,1,1,1
530,3,120,1,1,1,2,2,2,2,2,2,1,1,1,1,3,83,2,2,2,2,2,2,2,2,2,2,1,2,2
531,3,112,2,2,1,2,1,2,2,1,2,1,2,1,1,3,12,2,2,2,2,1,1,1,1,1,2,1,2,1
532,3,52,1,1,2,1,1,2,2,1,2,2,1,1,1,4,87,1,2,0,2,2,2,2,1,2,1,1,1,0
533,2,62,1,2,1,2,2,2,2,1,2,2,1,2,2,3,63,2,2,2,2,2,2,2,2,2,2,1,2,1
534,2,47,2,2,1,2,1,1,1,2,2,1,1,1,1,2,141,1,2,1,2,2,1,1,1,1,1,1,1,0
535,3,23,2,2,1,1,2,2,1,2,1,2,1,2,2,4,49,2,2,2,2,2,2,1,2,2,2,2,2,2
536,3,50,1,2,1,2,2,2,2,1,2,2,2,1,2,2,55,2,2,1,2,1,2,1,1,1,1,1,1,1
537,3,61,1,2,2,2,2,2,2,2,2,1,2,2,2,4,19,2,2,2,2,2,2,2,2,2,2,2,2,2
538,3,2,2,1,1,2,2,1,2,1,2,2,1,2,0,3,56,2,2,2,2,2,2,2,2,2,2,1,2,2
539,3,192,1,2,2,2,1,2,1,2,1,2,1,2,1,3,110,1,2,1,2,2,1,1,1,1,2,1,1,1
540,2,141,1,2,1,1,1,1,1,2,1,1,1,1,1,3,75,2,2,2,2,2,2,2,2,2,2,1,2,2
541,3,87,0,2,2,2,2,1,2,2,2,2,2,2,1,4,103,2,2,1,2,2,2,2,2,1,2,2,1,1
542,2,86,2,1,1,1,1,2,1,1,2,1,2,1,1,3,74,2,2,2,2,2,2,1,2,2,1,1,2,2
543,4,61,1,2,2,1,2,1,1,2,1,1,1,2,2,4,35,2,2,2,2,2,2,2,2,2,2,2,2,2
544,3,59,2,2,1,1,2,2,2,2,1,2,2,2,2,2,69,1,1,1,1,2,1,1,0,1,1,1,0,1
545,2,37,1,2,2,2,1,1,2,1,2,2,1,2,1,3,0,2,2,2,2,1,1,2,2,2,2,1,1,2
546,3,12,1,2,1,2,1,2,1,2,2,2,1,1,1,3,19,1,1,1,2,2,2,2,1,2,1,1,1,1
547,2,69,2,2,2,1,1,1,1,0,0,0,1,1,1,3,18,1,1,1,1,1,0,1,1,1,0,1,0,0
548,3,68,1,1,1,2,2,1,1,2,1,1,1,0,1,3,13,2,2,2,2,2,2,2,2,2,2,1,2,2
549,3,34,2,2,2,2,2,2,2,2,2,2,2,1,1,3,92,2,2,1,2,2,2,2,2,2,2,1,1,2
550,2,13,1,1,1,1,1,1,1,0,1,1,1,1,1,2,31,2,1,1,1,1,1,1,1,2,1,1,1,1
551,4,75,2,2,2,2,2,2,2,2,2,2,2,2,2,4,26,2,2,2,2,2,2,1,2,1,2,2,2,1
552,4,67,2,2,2,2,2,2,2,2,2,2,2,2,2,3,21,2,2,2,2,1,2,2,1,2,2,2,1,2
553,2,210,2,1,1,2,2,2,2,1,2,1,1,2,2,4,116,2,2,2,2,2,2,2,1,1,2,2,2,2
554,4,14,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2
555,2,40,1,1,1,1,0,1,1,1,1,1,2,0,2,2,7,1,1,1,1,1,1,1,1,1,0,1,0,1
556,2,81,2,2,0,1,2,2,1,1,2,2,2,2,2,3,73,1,2,2,2,2,2,2,2,2,2,1,2,2
557,3,55,1,1,1,1,2,1,1,1,1,1,1,0,0,3,32,2,1,1,1,2,1,1,1,1,1,1,1,1
558,2,54,2,2,2,2,2,2,2,2,2,2,2,1,2,4,27,2,2,2,2,2,1,1,1,1,1,1,1,1
559,3,0,2,2,1,2,2,2,2,2,2,1,2,2,2,3,68,2,2,2,2,2,2,2,2,2,2,2,2,1
560,3,45,1,1,1,2,1,1,2,1,1,1,0,1,1,3,66,2,2,2,2,1,2,1,1,1,1,1,1,1
561,3,79,1,0,0,1,1,1,2,1,1,1,1,1,1,3,16,1,1,1,1,1,1,1,1,1,1,1,1,1
562,4,69,1,2,1,2,2,2,2,2,2,1,2,2,2,1,0,2,1,2,1,1,1,0,1,1,1,1,1,1
563,2,0,1,1,2,2,1,1,2,1,1,2,2,0,1,2,3,1,1,0,1,2,2,2,1,1,1,2,1,1
564,2,93,1,2,2,2,1,2,1,1,2,2,2,1,0,3,54,1,2,1,2,2,2,2,1,2,2,1,1,1
565,3,74,2,2,2,1,1,2,2,2,2,1,1,1,1,4,36,2,2,2,2,1,2,2,2,2,2,2,2,1
566,3,42,1,1,2,1,2,1,2,1,2,2,2,2,2,4,30,1,2,1,2,2,2,2,1,2,2,2,1,2
567,3,81,1,2,2,2,2,1,1,1,2,1,2,1,1,4,63,2,2,2,2,2,2,2,2,2,1,1,1,2
568,2,154,1,1,1,1,2,2,1,2,1,1,1,2,2,2,33,2,2,2,2,2,1,2,2,1,2,1,2,2
569,3,67,2,2,2,2,2,2,1,2,2,1,2,2,1,4,37,2,2,2,2,2,2,2,2,2,2,2,2,2
570,3,112,1,2,2,2,2,2,2,2,1,1,1,1,1,4,38,1,2,2,2,2,2,2,2,2,2,2,2,2
571,3,62,2,2,2,2,2,1,2,2,1,1,2,2,1,3,58,2,2,1,2,2,2,2,1,2,2,2,2,2
572,3,31,2,2,1,1,2,2,2,2,2,1,2,2,1,4,0,2,2,2,2,2,2,2,2,2,2,2,2,1
573,3,11,2,2,2,2,2,2,1,1,2,2,1,2,1,3,19,1,2,2,2,2,2,2,2,2,2,2,2,1
574,2,20,1,2,2,1,1,1,1,2,1,2,1,0,1,2,29,1,2,0,1,1,1,2,1,2,1,1,1,1
575,2,18,1,2,1,2,1,1,2,1,1,2,2,1,1,3,54,2,2,1,2,1,2,2,1,2,2,2,1,2
576,4,84,2,2,2,2,2,2,2,2,2,2,2,2,2,4,122,2,2,2,2,2,2,2,2,2,2,2,2,2
577,3,48,0,1,0,1,1,1,2,1,2,2,1,1,1,3,51,1,1,1,2,2,2,2,2,1,1,1,1,2
578,3,88,2,2,2,2,2,2,2,2,2,2,2,2,2,4,57,2,2,2,2,2,2,2,2,2,2,2,2,2
579,3,5,1,2,1,2,1,1,1,1,2,1,1,1,2,3,49,2,2,2,2,2,2,2,2,2,2,1,2,2
580,3,0,1,2,2,1,1,2,2,1,1,1,1,1,1,3,5,1,2,1,1,2,1,2,2,2,2,2,2,2
581,3,42,1,1,1,1,1,2,2,1,1,1,2,1,1,3,18,1,1,2,1,1,1,1,1,1,1,1,1,1
582,1,62,0,2,1,1,1,1,1,1,1,1,1,1,1,3,82,1,1,1,1,1,1,1,1,1,1,1,1,0
583,2,39,1,1,1,1,1,1,1,1,1,2,1,1,2,2,56,2,1,2,1,1,2,1,1,1,2,1,1,1
584,3,0,1,1,1,1,1,1,2,1,2,2,1,2,1,3,99,2,2,1,2,1,2,1,2,2,2,1,2,1
585,2,162,1,1,1,1,1,2,1,2,1,1,0,2,1,3,45,1,2,1,1,1,2,1,2,2,1,1,1,2
586,3,63,1,2,2,2,2,1,2,2,2,1,1,2,2,4,51,2,2,2,2,2,2,2,2,2,2,2,2,2
587,1,114,1,1,0,1,2,1,2,1,1,1,1,1,0,3,49,1,2,2,2,2,2,2,1,2,2,2,2,2
588,3,46,1,2,2,2,1,2,2,2,2,2,2,1,1,4,22,1,1,1,1,2,2,1,1,2,2,1,1,1
589,4,26,1,2,2,2,2,2,2,1,2,2,2,2,2,4,14,2,1,2,1,2,2,1,2,2,2,2,2,2
590,2,26,2,1,2,1,1,2,1,2,1,2,1,2,1,4,42,2,2,2,2,2,2,2,2,2,2,2,2,2
591,3,43,2,2,2,2,2,2,2,2,2,2,2,2,2,4,83,2,2,2,2,2,2,2,2,2,2,2,2,2
592,1,51,1,2,1,2,1,2,2,2,2,2,2,1,1,3,28,1,1,1,1,1,1,1,1,1,1,1,1,1
593,3,24,2,1,1,2,1,2,2,2,1,1,1,1,1,3,29,2,2,2,2,2,2,2,2,2,2,2,2,2
594,2,24,2,2,2,1,1,1,1,2,1,1,1,1,2,3,0,1,2,2,2,2,2,2,2,2,2,2,2,2
595,4,58,2,2,1,2,2,2,2,2,2,2,2,2,2,4,90,2,2,2,2,2,2,2,2,2,2,2,2,2
596,3,23,1,1,1,1,1,2,2,2,2,1,2,1,2,3,96,2,2,1,2,1,1,2,1,1,1,1,1,1
597,3,45,2,2,1,2,0,1,2,1,2,1,1,1,1,3,68,2,2,2,2,2,1,2,1,2,2,2,1,1
598,4,55,2,2,1,1,2,2,2,2,2,2,1,1,1,4,40,2,2,2,2,2,2,2,2,2,2,2,2,1
599,2,85,1,2,1,2,2,2,1,2,2,2,1,1,2,2,6,2,2,2,2,2,2,2,1,1,2,1,2,2
600,2,112,1,1,1,2,1,1,1,0,1,2,1,1,0,2,60,2,2,1,2,2,2,2,1,1,1,1,1,0
601,3,55,1,1,2,2,2,2,2,2,2,1,1,2,2,4,14,2,2,2,2,2,1,2,2,2,2,2,2,2
602,2,72,1,1,0,1,1,1,1,1,1,0,1,1,0,2,22,1,2,1,1,2,1,1,1,1,1,1,1,1
603,3,91,1,2,2,1,2,2,2,2,1,2,1,2,1,4,31,2,2,2,2,2,2,2,2,2,2,2,2,2
604,4,118,2,2,2,2,2,2,2,2,2,2,1,2,1,2,105,2,2,1,2,1,2,2,1,2,2,2,1,2
605,3,38,1,1,1,1,1,1,2,1,1,2,2,1,1,2,42,1,1,1,1,1,0,0,0,1,1,0,0,1
606,3,158,2,1,0,1,2,2,2,2,2,2,2,1,1,3,79,2,2,2,1,2,2,1,2,1,2,1,2,2
607,3,41,2,2,2,2,1,2,1,1,1,1,1,0,1,3,40,2,2,2,2,2,2,1,1,2,1,2,2,2
608,2,38,1,2,1,2,1,2,1,2,2,2,1,1,1,3,21,2,2,1,1,1,2,2,1,2,2,2,2,2
609,2,26,2,2,2,2,1,1,2,1,2,2,1,2,2,4,64,2,2,2,2,2,2,2,2,2,2,2,1,2
610,2,74,2,2,1,2,2,2,2,2,1,2,1,1,2,3,52,2,1,2,1,1,1,1,1,1,1,2,2,2
611,3,87,2,2,2,2,2,2,2,2,2,2,2,2,1,3,31,1,1,2,2,2,1,2,1,1,2,1,1,1
612,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,3,28,2,2,2,2,2,1,1,1,1,2,2,2,2
613,2,79,2,2,2,2,2,2,1,2,2,2,1,2,1,4,102,2,2,2,2,2,2,2,2,2,2,2,2,2
614,2,31,1,2,1,1,2,2,2,2,2,2,2,2,1,4,29,2,2,2,2,2,2,2,2,2,2,2,2,2
615,2,41,1,1,2,2,0,1,2,2,2,1,0,1,0,3,56,1,1,2,1,1,1,1,0,1,1,1,1,0
616,3,0,2,2,1,2,1,1,2,1,1,2,2,1,1,3,66,2,1,0,1,1,1,1,1,1,1,1,1,1
617,3,83,2,1,1,2,2,1,1,1,1,1,1,0,1,4,88,2,2,1,2,2,2,2,2,2,2,2,2,2
618,3,71,2,2,2,1,1,2,2,1,1,1,1,2,1,3,0,2,2,2,1,2,2,1,1,2,2,2,2,2
619,3,44,2,2,2,2,2,2,2,1,2,2,2,2,2,3,93,2,2,2,2,2,2,2,2,2,2,2,1,2
620,2,73,2,1,1,1,1,1,1,0,0,1,0,1,0,1,61,1,1,0,0,1,0,0,0,0,0,0,0,1
621,3,49,2,2,2,2,2,2,2,2,2,2,2,1,2,4,61,2,2,2,2,2,2,2,1,2,2,2,2,2
622,3,95,1,1,1,1,1,2,2,2,1,2,1,1,1,2,53,1,1,1,1,1,2,1,2,2,2,1,1,1
623,2,43,1,1,2,2,1,1,2,1,1,2,1,1,1,3,38,1,1,2,1,1,1,1,1,1,1,0,1,2
624,4,85,1,1,1,1,1,2,2,2,2,2,2,2,2,3,45,2,2,1,2,2,2,2,2,1,1,1,2,2
625,2,69,1,1,1,1,0,1,1,1,1,1,1,1,1,2,36,1,1,1,1,1,1,1,1,0,1,0,0,0
626,3,39,1,1,2,1,1,1,1,1,1,1,1,2,2,4,8,1,2,1,1,2,2,1,2,2,2,2,2,2
627,1,124,2,1,1,2,2,2,2,2,2,2,2,1,1,3,113,2,1,2,2,1,2,2,2,1,1,1,1,1
628,2,39,0,2,2,1,2,1,2,1,2,2,1,1,1,3,41,1,1,1,1,2,1,1,1,2,2,1,1,1
629,2,115,2,2,2,1,2,2,1,1,1,1,2,1,0,2,69,1,2,1,1,2,2,1,1,1,1,1,1,1
630,2,96,1,1,0,1,0,0,1,1,1,1,1,1,0,2,39,1,2,1,1,1,2,2,2,1,1,0,2,1
631,3,0,2,2,2,2,1,2,2,2,2,2,2,1,2,3,22,1,1,1,1,2,1,1,1,1,1,1,0,0
632,2,43,0,1,1,2,2,1,1,1,1,1,0,1,0,2,0,1,2,1,1,1,1,1,1,1,1,1,1,2
633,3,44,2,2,2,1,2,2,2,2,2,1,2,1,1,3,34,2,2,2,2,1,1,1,1,1,0,1,1,0
634,3,22,1,1,1,2,1,1,2,1,1,2,2,1,1,3,57,2,2,1,2,1,1,2,2,2,2,1,1,1
635,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,3,0,2,2,2,2,2,2,2,1,2,2,2,2,2
636,2,0,1,2,1,0,1,1,1,1,2,1,1,1,1,2,55,1,2,0,1,1,2,1,1,2,1,1,1,1
637,3,56,1,2,1,2,1,2,2,2,2,2,1,2,1,3,28,2,2,2,2,2,2,2,2,2,2,2,2,2
638,2,118,1,1,1,2,1,1,2,1,1,1,1,1,1,2,41,1,2,1,2,2,1,2,1,2,1,1,2,2
639,2,48,1,2,0,2,1,2,2,1,1,1,2,1,2,3,24,1,1,1,1,2,1,1,2,1,1,1,1,1
640,2,90,2,2,1,2,2,1,2,1,1,2,2,1,2,3,62,2,2,2,2,2,1,1,1,1,1,1,1,2
641,3,91,1,2,1,2,1,1,1,1,1,1,1,1,2,4,75,2,2,2,2,2,2,2,2,2,2,2,2,2
642,3,88,2,2,2,2,2,2,2,2,2,2,2,1,2,3,55,2,2,2,2,2,2,1,2,2,2,2,2,2
643,3,80,1,2,1,2,1,2,1,2,2,1,2,2,2,3,37,2,2,2,2,2,2,2,2,2,2,1,1,1
644,3,15,2,2,2,2,1,2,2,1,2,2,2,2,1,4,11,2,2,2,2,1,2,2,2,2,1,2,1,1
645,4,29,2,1,2,2,1,1,2,1,1,1,1,2,1,3,37,2,1,2,1,1,1,1,1,1,1,1,1,1
646,2,92,1,1,1,1,1,1,1,1,1,1,1,2,2,2,32,1,1,2,1,1,2,2,2,1,2,1,1,1
647,4,7,2,2,2,2,2,2,2,2,2,2,2,2,2,3,81,2,2,1,2,2,2,2,2,2,2,1,1,1
648,3,35,0,2,1,2,1,1,1,1,1,1,1,1,1,3,59,2,2,1,2,2,2,2,1,1,2,2,2,1
649,4,22,2,2,2,2,2,1,2,2,1,1,2,1,1,3,46,2,1,1,2,2,1,2,1,2,1,2,1,1
650,3,45,1,1,2,1,1,2,2,2,2,1,2,1,2,3,16,2,1,1,1,1,2,2,1,2,2,1,1,2
651,3,0,1,1,1,2,1,1,1,2,1,1,1,0,1,2,10,1,1,0,1,2,1,1,1,1,2,1,1,1
652,3,93,0,2,2,1,2,1,2,1,2,2,1,2,1,4,53,2,2,2,2,2,2,2,2,2,2,2,2,1
653,4,49,1,1,2,2,1,1,1,1,1,1,2,1,2,4,19,2,2,2,2,2,2,2,2,2,2,2,2,2
654,2,146,1,1,1,1,1,1,1,1,2,1,1,1,1,2,105,1,1,1,1,1,1,1,1,0,1,1,1,0
655,3,94,2,2,1,2,2,1,2,2,2,2,2,1,1,3,93,2,2,2,2,1,1,2,1,1,1,1,1,1
656,4,36,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,1,1,2,2,2,1,1
657,2,98,2,1,1,2,2,2,2,1,2,1,1,1,1,3,99,2,2,2,2,2,2,2,2,2,2,2,2,1
658,3,85,1,2,1,2,2,2,2,2,2,1,1,1,2,3,51,1,1,1,1,1,1,1,1,1,1,1,1,1
659,4,103,1,2,2,2,2,1,2,2,2,2,2,2,2,4,31,2,2,2,2,2,2,2,2,2,2,2,2,2
660,2,40,0,1,2,2,2,1,1,1,1,1,0,2,2,3,0,0,1,1,1,1,0,1,1,0,1,1,1,2
661,3,82,2,2,2,2,2,2,2,1,2,2,1,2,1,4,91,1,2,2,2,2,2,2,2,2,2,2,2,2
662,2,112,1,2,1,2,1,1,1,0,1,1,1,1,1,3,54,1,2,2,2,2,2,2,1,2,1,1,1,1
663,3,67,0,1,2,2,0,1,1,1,1,1,1,1,1,3,0,1,1,2,2,1,1,2,1,2,2,1,1,1
664,3,55,2,2,1,1,2,2,2,2,2,1,2,1,2,4,21,2,2,2,2,2,2,2,1,1,2,2,1,1
665,3,29,2,2,1,2,2,2,1,1,1,2,1,1,1,3,52,2,2,2,2,1,2,1,0,1,1,1,1,1
666,4,100,1,2,1,2,2,2,2,2,2,2,2,2,2,4,13,1,2,2,2,2,2,2,2,2,2,2,2,2
